11cm	12cm	14cm	15cm	16cm	18cm	20cm	22cm	23cm	26cm	29cm	35cm	37cm	40cm	48cm	51cm	55cm	62cm	63cm	65cm	66cm	6cm	71cm	77cm	9cm	null
11cm	3	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_3_l.wav
11cm	40	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_40_h.wav
11cm	40	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_40_l.wav
11cm	41	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_41_h.wav
11cm	41	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_41_l.wav
11cm	42	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_42_h.wav
11cm	42	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_42_l.wav
11cm	43	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_43_h.wav
11cm	43	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_43_l.wav
11cm	44	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_44_h.wav
11cm	44	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_44_l.wav
11cm	45	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_45_h.wav
11cm	45	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_45_l.wav
11cm	46	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_46_h.wav
11cm	46	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_46_l.wav
11cm	47	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_47_h.wav
11cm	47	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_47_l.wav
11cm	48	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_48_h.wav
11cm	48	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_48_l.wav
11cm	49	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_49_h.wav
11cm	49	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_49_l.wav
11cm	4	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_4_h.wav
11cm	4	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_4_l.wav
11cm	5	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_5_h.wav
11cm	5	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_5_l.wav
11cm	6	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_6_h.wav
11cm	6	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_6_l.wav
11cm	7	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_7_h.wav
11cm	7	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_7_l.wav
11cm	8	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_8_h.wav
11cm	8	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_8_l.wav
11cm	9	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_9_h.wav
11cm	9	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_9_l.wav
12cm	0	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_0_h.wav
12cm	0	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_0_l.wav
12cm	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_10_h.wav
12cm	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_10_l.wav
12cm	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_11_h.wav
12cm	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_11_l.wav
12cm	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_12_h.wav
12cm	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_12_l.wav
12cm	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_13_h.wav
12cm	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_13_l.wav
12cm	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_14_h.wav
12cm	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_14_l.wav
12cm	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_15_h.wav
12cm	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_15_l.wav
12cm	16	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_16_h.wav
12cm	16	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_16_l.wav
12cm	17	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_17_h.wav
12cm	17	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_17_l.wav
12cm	18	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_18_h.wav
12cm	18	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_18_l.wav
12cm	19	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_19_h.wav
12cm	19	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_19_l.wav
12cm	1	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_1_h.wav
12cm	1	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_1_l.wav
12cm	20	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_20_h.wav
12cm	20	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_20_l.wav
12cm	21	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_21_h.wav
12cm	21	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_21_l.wav
12cm	22	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_22_h.wav
12cm	22	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_22_l.wav
12cm	23	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_23_h.wav
12cm	23	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_23_l.wav
12cm	24	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_24_h.wav
12cm	24	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_24_l.wav
12cm	25	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_25_h.wav
12cm	25	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_25_l.wav
12cm	26	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_26_h.wav
12cm	26	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_26_l.wav
12cm	27	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_27_h.wav
12cm	27	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_27_l.wav
12cm	28	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_28_h.wav
12cm	28	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_28_l.wav
12cm	29	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_29_h.wav
12cm	29	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_29_l.wav
12cm	2	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_2_h.wav
12cm	2	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_2_l.wav
12cm	30	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_30_h.wav
12cm	30	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_30_l.wav
12cm	31	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_31_h.wav
12cm	31	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_31_l.wav
12cm	32	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_32_h.wav
12cm	32	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_32_l.wav
12cm	33	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_33_h.wav
12cm	33	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_33_l.wav
12cm	34	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_34_h.wav
12cm	34	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_34_l.wav
12cm	35	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_35_h.wav
12cm	35	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_35_l.wav
12cm	36	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_36_h.wav
12cm	36	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_36_l.wav
12cm	37	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_37_h.wav
12cm	37	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_37_l.wav
12cm	38	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_38_h.wav
12cm	38	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_38_l.wav
12cm	39	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_39_h.wav
12cm	39	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_39_l.wav
12cm	3	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_3_h.wav
12cm	3	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_3_l.wav
12cm	40	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_40_h.wav
12cm	40	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_40_l.wav
12cm	41	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_41_h.wav
12cm	41	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_41_l.wav
12cm	42	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_42_h.wav
12cm	42	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_42_l.wav
12cm	43	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_43_h.wav
12cm	43	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_43_l.wav
12cm	44	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_44_h.wav
12cm	44	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_44_l.wav
12cm	45	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_45_h.wav
12cm	45	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_45_l.wav
12cm	46	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_46_h.wav
12cm	46	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_46_l.wav
12cm	47	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_47_h.wav
12cm	47	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_47_l.wav
12cm	48	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_48_h.wav
12cm	48	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_48_l.wav
12cm	49	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_49_h.wav
12cm	49	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_49_l.wav
12cm	4	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_4_h.wav
12cm	4	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_4_l.wav
12cm	5	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_5_h.wav
12cm	5	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_5_l.wav
12cm	6	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_6_h.wav
12cm	6	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_6_l.wav
12cm	7	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_7_h.wav
12cm	7	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_7_l.wav
12cm	8	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_8_h.wav
12cm	8	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_8_l.wav
12cm	9	h	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_9_h.wav
12cm	9	l	chunk_(hw:CARD=Microphone_1,DEV=0)_12cm_9_l.wav
14cm	0	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_0_h.wav
14cm	0	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_0_l.wav
14cm	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_10_h.wav
14cm	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_10_l.wav
14cm	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_11_h.wav
14cm	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_11_l.wav
14cm	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_12_h.wav
14cm	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_12_l.wav
14cm	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_13_h.wav
14cm	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_13_l.wav
14cm	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_14_h.wav
14cm	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_14_l.wav
14cm	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_15_h.wav
14cm	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_15_l.wav
14cm	16	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_16_h.wav
14cm	16	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_16_l.wav
14cm	17	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_17_h.wav
14cm	17	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_17_l.wav
14cm	18	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_18_h.wav
14cm	18	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_18_l.wav
14cm	19	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_19_h.wav
14cm	19	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_19_l.wav
14cm	1	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_1_h.wav
14cm	1	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_1_l.wav
14cm	20	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_20_h.wav
14cm	20	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_20_l.wav
14cm	21	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_21_h.wav
14cm	21	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_21_l.wav
14cm	22	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_22_h.wav
14cm	22	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_22_l.wav
14cm	23	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_23_h.wav
14cm	23	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_23_l.wav
14cm	24	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_24_h.wav
14cm	24	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_24_l.wav
14cm	25	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_25_h.wav
14cm	25	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_25_l.wav
14cm	26	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_26_h.wav
14cm	26	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_26_l.wav
14cm	27	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_27_h.wav
14cm	27	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_27_l.wav
14cm	28	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_28_h.wav
14cm	28	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_28_l.wav
14cm	29	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_29_h.wav
14cm	29	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_29_l.wav
14cm	2	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_2_h.wav
14cm	2	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_2_l.wav
14cm	30	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_30_h.wav
14cm	30	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_30_l.wav
14cm	31	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_31_h.wav
14cm	31	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_31_l.wav
14cm	32	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_32_h.wav
14cm	32	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_32_l.wav
14cm	33	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_33_h.wav
14cm	33	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_33_l.wav
14cm	34	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_34_h.wav
14cm	34	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_34_l.wav
14cm	35	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_35_h.wav
14cm	35	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_35_l.wav
14cm	36	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_36_h.wav
14cm	36	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_36_l.wav
14cm	37	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_37_h.wav
14cm	37	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_37_l.wav
14cm	38	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_38_h.wav
14cm	38	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_38_l.wav
14cm	39	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_39_h.wav
14cm	39	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_39_l.wav
14cm	3	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_3_h.wav
14cm	3	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_3_l.wav
14cm	40	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_40_h.wav
14cm	40	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_40_l.wav
14cm	41	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_41_h.wav
14cm	41	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_41_l.wav
14cm	42	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_42_h.wav
14cm	42	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_42_l.wav
14cm	43	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_43_h.wav
14cm	43	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_43_l.wav
14cm	44	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_44_h.wav
14cm	44	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_44_l.wav
14cm	45	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_45_h.wav
14cm	45	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_45_l.wav
14cm	46	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_46_h.wav
14cm	46	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_46_l.wav
14cm	47	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_47_h.wav
14cm	47	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_47_l.wav
14cm	48	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_48_h.wav
14cm	48	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_48_l.wav
14cm	49	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_49_h.wav
14cm	49	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_49_l.wav
14cm	4	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_4_h.wav
14cm	4	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_4_l.wav
14cm	5	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_5_h.wav
14cm	5	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_5_l.wav
14cm	6	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_6_h.wav
14cm	6	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_6_l.wav
14cm	7	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_7_h.wav
14cm	7	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_7_l.wav
14cm	8	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_8_h.wav
14cm	8	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_8_l.wav
14cm	9	h	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_9_h.wav
14cm	9	l	chunk_(hw:CARD=Microphone_1,DEV=0)_14cm_9_l.wav
15cm	0	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_0_h.wav
15cm	0	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_0_l.wav
15cm	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_10_h.wav
15cm	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_10_l.wav
15cm	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_11_h.wav
15cm	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_11_l.wav
